school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,F,18,U,GT3,T,4,2,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,5,3,1,2,5,12,10,16,13
GP,M,18,U,GT3,T,2,3,health,other,home,mother,3,2,0,no,yes,yes,yes,yes,yes,no,yes,4,3,2,2,3,5,1,17,17,14
GP,M,17,U,GT3,T,3,3,other,at_home,course,father,1,2,0,no,yes,yes,no,no,yes,yes,yes,3,3,4,1,1,3,0,14,13,11
GP,F,16,U,LE3,T,4,4,other,other,course,mother,2,1,0,no,yes,no,yes,yes,yes,no,no,5,2,4,1,1,5,10,12,18,17
GP,M,16,R,GT3,T,2,3,teacher,other,home,father,1,2,0,no,no,yes,no,yes,yes,no,yes,5,3,3,3,3,4,0,6,0,5
GP,F,17,U,GT3,T,4,4,at_home,other,reputation,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,2,1,3,3,11,7,6,7
GP,M,17,U,GT3,T,3,3,other,other,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,1,2,5,27,18,13,12
GP,M,18,U,GT3,T,1,2,at_home,other,course,mother,1,2,0,no,no,no,no,yes,no,yes,no,4,3,3,1,3,3,0,7,4,6
GP,M,19,R,LE3,T,4,1,teacher,at_home,reputation,mother,1,2,1,no,no,no,yes,yes,yes,yes,no,4,2,3,1,3,5,3,14,9,12
GP,F,21,U,GT3,T,3,3,services,other,reputation,other,3,1,0,no,yes,yes,yes,no,yes,no,yes,4,3,3,1,5,2,0,9,4,9
GP,M,15,U,GT3,T,3,4,services,at_home,home,mother,1,2,0,no,no,no,no,no,yes,yes,no,3,5,4,1,4,5,1,8,10,9
GP,F,17,U,GT3,T,1,3,teacher,at_home,reputation,other,2,2,1,no,yes,yes,yes,yes,yes,yes,no,4,4,3,1,1,5,0,11,10,11
GP,M,16,U,GT3,T,4,1,services,services,home,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,3,4,2,1,1,3,36,18,19,20
GP,M,15,U,GT3,T,4,2,teacher,other,reputation,mother,1,3,0,no,no,yes,yes,yes,yes,yes,yes,4,5,2,1,2,3,0,13,14,14
GP,M,18,U,GT3,T,3,4,services,at_home,home,mother,1,1,0,no,no,no,no,no,yes,yes,no,5,4,4,2,1,5,0,13,5,10
MS,F,15,U,LE3,T,3,1,other,other,course,father,1,1,0,no,yes,yes,yes,yes,yes,yes,no,5,2,3,2,2,5,1,7,10,12
GP,F,18,U,GT3,T,4,4,services,services,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,4,3,1,2,3,1,11,14,14
GP,F,16,R,GT3,T,4,1,at_home,health,home,father,1,3,0,yes,yes,no,yes,yes,yes,yes,no,3,3,3,1,1,5,0,6,3,8
GP,F,16,U,GT3,T,3,3,at_home,other,course,mother,1,4,1,no,yes,no,no,yes,yes,yes,no,4,3,5,1,4,2,3,6,1,9
GP,F,18,U,LE3,T,2,3,services,other,reputation,mother,1,2,1,no,yes,yes,no,yes,yes,yes,yes,4,3,4,1,4,5,15,12,13,14
GP,F,18,U,LE3,T,2,1,services,other,home,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,4,2,3,1,1,1,4,7,11,12
GP,F,17,U,GT3,A,2,1,at_home,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,3,4,1,3,5,1,7,12,10
GP,M,17,U,GT3,T,4,4,other,services,reputation,mother,1,2,1,no,yes,yes,yes,yes,yes,yes,no,2,3,5,2,5,3,0,8,2,8
GP,F,15,R,GT3,T,2,4,other,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,1,3,5,1,1,2,0,8,7,9
GP,F,17,U,GT3,T,1,3,at_home,other,course,mother,2,3,0,no,no,yes,yes,yes,yes,yes,yes,5,5,2,1,4,3,9,11,14,12
GP,M,15,U,GT3,T,2,4,other,other,reputation,mother,1,3,0,yes,no,no,no,yes,yes,yes,no,4,5,3,1,4,5,0,12,18,16
GP,M,15,U,GT3,T,2,2,teacher,other,course,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,1,5,1,13,19,16
GP,M,16,U,LE3,T,4,2,other,other,course,mother,1,3,0,no,no,no,no,yes,yes,yes,no,5,3,5,1,1,2,0,16,14,14
GP,M,16,U,GT3,T,3,2,other,other,home,father,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,1,5,0,11,16,15
GP,F,15,R,LE3,T,3,3,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,5,4,5,1,4,4,4,9,7,10
GP,F,19,U,LE3,T,3,3,other,at_home,other,other,1,1,0,no,yes,yes,no,yes,yes,yes,no,1,3,2,4,5,4,3,15,5,11
GP,F,17,R,GT3,T,4,2,services,other,reputation,mother,1,3,2,no,no,no,no,no,yes,yes,yes,4,2,3,1,1,5,0,10,15,15
MS,F,17,U,GT3,T,4,1,services,other,course,father,2,2,1,yes,yes,yes,no,yes,yes,yes,yes,3,5,4,1,3,2,2,11,9,10
GP,M,18,R,GT3,T,1,3,at_home,services,home,father,1,1,0,no,yes,no,no,yes,yes,yes,no,4,2,4,2,1,5,11,13,11,14
GP,F,18,R,GT3,A,2,1,other,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,5,1,1,3,0,11,5,9
GP,M,18,U,LE3,T,4,2,teacher,other,home,mother,1,2,1,no,no,no,no,yes,yes,yes,yes,5,4,3,1,4,4,0,6,3,8
GP,F,17,U,LE3,T,3,2,at_home,other,course,mother,1,2,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,2,5,5,12,9,11,14
GP,M,16,U,GT3,T,2,2,other,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,no,no,4,3,4,1,1,2,1,8,6,9
GP,F,18,R,GT3,T,2,2,at_home,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,1,2,1,2,5,1,10,9,12
GP,F,16,R,GT3,T,4,4,at_home,at_home,reputation,mother,4,2,0,no,no,no,yes,no,yes,yes,no,4,3,3,1,2,1,2,8,9,12
GP,F,16,R,GT3,T,2,1,teacher,other,reputation,mother,1,2,0,no,no,yes,no,yes,yes,yes,no,5,3,5,2,3,5,2,10,3,8
GP,M,15,U,GT3,T,4,4,other,other,home,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,5,3,3,5,4,5,1,7,4,8
GP,F,18,U,GT3,T,2,2,services,other,reputation,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,4,3,5,2,4,3,8,9,7,11
MS,M,15,U,GT3,T,4,3,at_home,services,reputation,father,1,1,0,no,no,yes,no,yes,yes,yes,yes,3,4,2,3,3,3,7,17,16,16
GP,F,15,U,GT3,T,4,1,at_home,other,home,mother,1,3,0,no,yes,no,no,no,yes,yes,yes,5,5,4,2,3,5,1,7,3,11
GP,F,17,U,LE3,T,2,4,other,services,course,mother,1,2,0,no,no,yes,no,yes,yes,yes,yes,5,5,3,2,3,5,1,8,10,10
GP,M,18,U,GT3,T,1,4,other,services,other,mother,1,3,2,yes,yes,no,no,no,yes,yes,no,4,4,3,1,1,3,0,7,9,11
GP,M,18,U,GT3,T,2,4,teacher,other,home,father,1,1,0,yes,yes,no,yes,yes,yes,yes,yes,4,4,3,3,4,2,1,12,4,7
GP,F,16,U,GT3,T,2,1,at_home,at_home,course,mother,1,4,0,no,yes,yes,no,yes,yes,no,yes,5,3,4,1,3,1,0,9,5,8
GP,M,18,R,GT3,T,3,1,other,services,other,mother,1,2,0,no,yes,yes,no,yes,yes,no,no,4,3,5,1,2,5,3,9,3,7
GP,M,16,U,GT3,T,4,2,teacher,other,home,mother,2,1,0,no,yes,yes,no,yes,yes,yes,no,3,3,5,3,4,5,10,11,15,13
GP,M,16,R,GT3,T,3,3,other,other,home,mother,1,2,0,no,no,yes,no,yes,no,yes,no,5,2,2,2,1,5,0,17,14,17
GP,F,17,R,GT3,T,4,2,services,other,reputation,father,2,4,0,yes,yes,yes,yes,yes,yes,no,no,5,2,3,1,1,4,10,11,6,10
MS,F,18,U,GT3,T,2,2,services,other,home,mother,1,2,0,no,no,yes,no,no,yes,yes,no,3,5,3,5,1,3,18,14,15,17
GP,F,20,R,GT3,T,3,1,services,other,other,mother,1,2,0,no,no,yes,no,yes,yes,yes,yes,3,3,4,1,2,3,3,8,11,10
GP,M,15,U,GT3,T,2,2,teacher,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,no,5,3,2,1,1,2,0,8,3,9
MS,M,17,U,LE3,T,3,2,other,other,home,mother,2,1,0,no,no,no,yes,no,yes,yes,no,4,4,3,1,2,5,40,8,14,12
GP,M,19,R,GT3,A,3,2,services,other,home,father,2,2,0,no,yes,yes,no,no,yes,yes,no,4,5,5,1,3,1,2,9,8,9
GP,F,16,U,LE3,T,4,3,teacher,services,course,other,1,2,0,no,yes,no,yes,yes,yes,no,yes,4,3,3,2,1,3,0,14,9,10
GP,M,18,U,GT3,T,3,2,health,other,course,mother,1,4,3,no,yes,no,yes,yes,yes,yes,yes,4,1,1,1,1,5,1,11,9,9
GP,M,18,U,GT3,T,2,1,services,other,reputation,mother,1,3,1,no,no,yes,yes,yes,yes,yes,no,1,3,4,2,4,5,1,7,10,13
GP,F,19,R,LE3,A,3,3,services,other,reputation,father,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,4,3,0,9,9,14
GP,F,16,U,GT3,T,3,3,services,health,course,other,2,3,1,no,yes,no,yes,yes,yes,yes,no,5,4,5,1,1,4,48,13,8,13
GP,M,18,U,LE3,T,2,1,services,services,reputation,father,1,1,0,no,yes,yes,yes,yes,yes,yes,no,4,3,5,1,4,5,0,9,12,12
GP,F,16,U,GT3,A,1,1,at_home,health,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,3,3,2,1,1,2,0,13,15,14
GP,F,16,U,GT3,T,4,1,health,other,reputation,mother,3,2,1,no,yes,no,yes,no,yes,yes,yes,3,4,2,1,1,5,0,6,10,13
GP,M,17,U,LE3,T,3,3,other,other,reputation,mother,2,2,1,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,4,3,0,9,9,12
GP,F,16,R,GT3,A,3,4,health,services,home,father,1,2,0,no,yes,no,no,no,yes,yes,no,5,3,3,1,2,5,0,10,13,10
GP,F,18,R,GT3,T,2,4,other,other,reputation,father,2,4,0,no,no,yes,no,no,yes,no,yes,3,1,4,3,3,1,20,17,12,14
GP,M,19,U,LE3,T,2,1,other,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,3,4,4,1,2,3,0,7,1,6
GP,F,15,U,GT3,T,4,2,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,1,2,5,0,8,1,6
GP,M,16,U,GT3,T,3,3,services,other,reputation,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,5,4,3,1,4,1,0,9,7,7
GP,F,17,U,GT3,T,4,2,other,services,other,mother,1,2,1,no,no,no,no,yes,yes,yes,no,4,2,4,1,2,3,7,16,18,15
GP,F,17,U,GT3,T,3,3,other,services,reputation,father,1,2,0,no,no,no,no,no,yes,yes,no,4,2,5,1,4,2,2,6,9,10
GP,F,16,U,LE3,T,4,3,at_home,at_home,home,father,1,3,0,no,no,no,yes,yes,yes,yes,no,4,4,3,2,3,2,0,9,11,12
GP,F,17,U,GT3,T,4,2,other,services,course,father,2,1,0,no,no,no,yes,yes,yes,yes,no,4,4,2,1,1,3,3,10,7,9
GP,F,15,U,GT3,T,2,2,teacher,at_home,course,other,1,3,1,yes,yes,yes,no,yes,yes,yes,yes,4,1,2,1,1,5,0,11,15,12
GP,M,17,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,0,no,no,no,no,yes,yes,yes,yes,4,4,1,1,1,5,0,6,4,6
GP,M,17,U,LE3,T,4,1,services,other,home,mother,2,3,1,no,no,no,yes,yes,yes,no,no,5,4,5,1,4,3,3,11,5,10
GP,F,16,U,LE3,T,3,3,services,services,course,father,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,2,3,1,1,4,0,11,14,14
GP,F,18,U,GT3,T,3,3,teacher,other,reputation,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,1,3,2,5,16,14,13
GP,F,18,U,LE3,T,3,4,at_home,services,other,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,no,1,4,5,1,5,5,3,7,14,15
GP,F,17,R,GT3,T,4,2,other,services,home,other,1,2,0,yes,yes,no,no,no,yes,yes,no,5,5,3,1,1,5,26,9,3,9
GP,M,17,U,LE3,A,3,4,other,other,reputation,mother,1,4,0,no,yes,yes,yes,yes,no,yes,no,5,4,3,1,2,5,0,7,7,9
GP,F,16,U,GT3,T,3,3,at_home,other,reputation,father,2,2,1,no,yes,yes,yes,yes,yes,yes,yes,3,1,2,2,2,5,0,11,7,8
GP,F,15,U,GT3,A,3,2,services,other,course,mother,1,3,0,no,yes,no,yes,yes,no,no,no,4,4,4,1,2,2,1,11,15,14
GP,F,15,U,GT3,T,3,2,other,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,1,1,4,4,0,15,9,14
GP,M,15,U,LE3,T,3,2,services,services,reputation,other,1,2,0,no,no,yes,no,no,yes,yes,no,5,4,3,1,1,4,0,19,17,17
GP,F,17,U,GT3,T,4,3,other,other,home,father,1,2,0,no,no,yes,no,yes,yes,yes,no,4,1,4,2,1,4,6,7,12,11
GP,F,15,U,GT3,T,4,1,other,services,reputation,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,4,2,3,1,2,5,2,8,3,9
GP,F,16,R,LE3,A,2,2,other,services,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,0,14,12,13
GP,F,18,U,GT3,A,2,3,services,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,no,3,4,3,1,1,3,4,12,17,16
GP,F,17,U,GT3,T,1,3,services,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,2,4,0,13,16,15
GP,M,17,R,GT3,T,3,2,services,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,3,3,3,2,3,5,0,8,12,10
GP,F,18,R,GT3,T,4,4,teacher,services,reputation,mother,1,2,1,no,yes,no,no,yes,yes,no,yes,3,3,3,2,3,1,1,8,5,9
GP,F,17,U,LE3,A,4,1,other,other,course,mother,1,2,0,no,no,yes,no,yes,yes,no,no,5,1,2,1,1,1,4,14,14,16
GP,F,16,U,LE3,T,4,4,services,other,reputation,mother,1,1,0,yes,yes,yes,yes,yes,yes,yes,no,5,2,2,1,1,5,1,8,10,13
GP,F,15,U,GT3,T,1,3,other,health,course,mother,2,1,3,no,yes,no,no,yes,yes,yes,no,4,3,4,1,1,2,6,6,6,8
GP,F,16,U,GT3,T,1,4,teacher,other,home,father,1,3,0,yes,no,yes,no,yes,yes,yes,yes,3,5,2,1,1,3,0,7,14,11
MS,M,18,U,GT3,T,1,4,services,other,course,mother,2,2,1,no,yes,no,yes,yes,yes,yes,no,4,3,2,5,1,3,10,12,9,13
GP,F,17,U,GT3,T,1,1,at_home,other,home,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,5,2,1,2,5,4,12,12,11
GP,M,18,R,LE3,T,2,2,services,at_home,course,father,2,2,0,yes,no,yes,yes,yes,yes,yes,yes,4,4,3,1,2,5,65,14,17,14
GP,M,16,U,GT3,T,1,3,services,services,course,father,1,4,0,yes,yes,no,no,yes,yes,yes,no,4,4,4,1,1,5,2,17,14,16
GP,M,16,U,GT3,T,3,1,services,at_home,home,mother,1,2,2,no,yes,yes,no,yes,yes,yes,no,2,4,1,1,4,4,1,6,9,9
GP,F,17,U,GT3,T,3,4,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,2,5,1,2,3,1,14,18,15
GP,M,15,U,GT3,T,3,3,services,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,3,2,2,1,1,5,0,12,14,17
MS,M,15,R,GT3,T,2,2,other,services,course,father,1,1,0,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,1,0,15,8,10
GP,M,15,U,GT3,T,4,1,teacher,other,home,mother,1,2,0,yes,yes,yes,no,no,yes,yes,no,4,1,4,1,3,5,1,11,17,15
GP,F,15,R,GT3,A,4,1,services,health,other,father,2,1,0,yes,no,no,yes,yes,yes,yes,no,4,1,4,2,2,1,4,12,13,14
MS,F,16,U,GT3,T,3,3,services,services,course,father,1,2,0,no,no,yes,no,yes,yes,no,no,4,2,3,1,1,5,0,12,11,13
GP,F,15,U,GT3,T,2,2,services,other,home,mother,2,4,0,no,yes,yes,yes,yes,yes,yes,no,5,5,4,3,1,1,0,9,10,12
GP,F,16,U,GT3,T,1,1,other,other,reputation,other,1,2,0,no,yes,no,no,yes,yes,no,no,4,4,2,1,1,3,0,7,3,8
GP,M,16,R,GT3,T,2,4,other,services,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,3,3,1,1,1,5,0,9,2,9
GP,F,18,U,GT3,T,0,2,teacher,other,course,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,1,5,4,1,1,5,2,10,7,10
GP,M,17,U,GT3,T,4,2,other,other,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,3,2,5,1,5,5,7,7,9,10
GP,M,16,U,GT3,T,1,1,services,other,reputation,father,1,1,0,yes,yes,no,yes,yes,yes,yes,yes,3,2,2,1,1,1,18,11,17,16
MS,M,16,U,GT3,T,3,1,other,other,home,mother,1,2,0,yes,yes,yes,no,yes,yes,no,yes,5,3,4,2,4,5,0,10,13,17
GP,M,18,R,GT3,T,3,3,other,other,course,mother,2,1,0,yes,yes,yes,no,yes,yes,yes,no,4,4,5,1,1,3,0,7,8,12
MS,M,19,R,LE3,T,3,3,health,services,course,mother,2,3,0,no,no,no,yes,no,no,yes,yes,5,4,2,1,4,5,20,14,12,11
GP,F,16,U,GT3,T,2,3,services,other,reputation,mother,2,2,1,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,3,6,9,5,10
GP,F,16,U,LE3,T,3,3,teacher,other,home,mother,1,3,0,no,yes,yes,no,no,yes,yes,yes,5,3,1,1,2,5,0,15,14,16
GP,F,17,U,GT3,T,2,4,services,other,reputation,father,1,3,0,no,yes,yes,no,no,yes,no,no,4,1,4,1,3,1,6,12,16,17
GP,F,18,U,GT3,T,2,3,other,at_home,other,father,1,1,0,no,no,yes,no,yes,no,yes,no,5,3,3,1,2,3,4,10,13,15
GP,F,16,R,GT3,T,3,3,services,services,course,father,1,1,2,no,yes,yes,yes,yes,yes,yes,no,5,3,5,1,1,3,0,7,8,11
GP,F,15,U,GT3,A,4,3,services,other,reputation,father,2,2,0,no,yes,no,no,no,yes,yes,no,3,5,3,1,2,1,24,13,16,16
GP,M,18,U,GT3,T,3,2,services,services,other,mother,2,2,0,no,yes,no,no,no,yes,yes,no,4,1,2,2,2,2,2,12,16,16
MS,F,18,U,GT3,A,4,2,teacher,other,other,mother,2,3,0,no,no,no,no,no,yes,yes,no,4,2,2,1,1,3,0,12,10,12
GP,F,16,U,GT3,T,3,1,health,services,course,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,3,3,3,2,3,2,0,8,7,8
GP,M,17,R,LE3,T,3,4,teacher,other,course,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,5,3,5,1,5,4,1,9,7,10
GP,F,18,R,GT3,T,4,1,at_home,at_home,course,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,2,1,1,5,0,14,12,15
GP,F,16,U,LE3,T,4,3,at_home,other,reputation,mother,1,3,0,yes,no,no,yes,yes,yes,yes,no,5,2,3,1,3,4,10,17,15,18
GP,F,19,U,GT3,T,4,2,at_home,other,course,father,1,3,2,no,yes,no,yes,yes,yes,yes,no,4,4,4,2,3,3,0,8,4,9
GP,M,18,U,LE3,T,2,3,other,other,course,other,1,1,1,no,no,no,yes,yes,yes,yes,yes,5,1,4,1,1,1,1,7,9,8
GP,F,16,U,GT3,A,1,2,services,other,home,mother,1,2,2,no,no,no,yes,yes,yes,yes,no,4,2,4,3,3,5,25,12,18,15
GP,M,17,R,GT3,T,3,2,services,other,reputation,father,2,3,0,no,yes,no,yes,yes,yes,no,yes,4,3,3,1,2,5,6,9,12,12
GP,F,18,U,LE3,T,1,4,services,other,home,mother,1,1,0,no,no,no,yes,yes,yes,yes,yes,5,1,3,1,2,4,25,14,17,16
GP,M,16,U,GT3,T,3,4,teacher,other,other,father,1,1,0,no,no,no,yes,yes,yes,yes,no,5,2,1,1,1,1,28,6,1,8
GP,F,17,R,GT3,A,4,2,services,services,course,other,1,2,1,no,yes,yes,yes,no,yes,yes,yes,4,4,1,3,4,3,14,14,15,13
GP,M,16,U,GT3,T,2,3,services,other,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,no,4,4,2,2,4,1,0,12,5,12
GP,M,17,U,LE3,T,4,3,other,other,home,mother,1,1,1,no,no,yes,no,no,yes,yes,yes,4,3,4,1,1,1,0,14,9,12
GP,M,15,U,GT3,T,1,2,services,other,home,mother,1,2,0,no,no,yes,yes,yes,yes,no,yes,4,4,3,1,1,3,6,16,11,13
GP,M,16,U,GT3,T,3,2,health,other,other,mother,1,1,0,no,no,yes,no,yes,yes,yes,no,4,3,4,1,3,2,3,7,12,7
